"tweet_text","topic"
"@united lax29108m make it happen please else on a cruise with no luggage tomorrow","USair"
"@AmericanAir maybe you should stop tweeting and start calling. Or make it available for people to wait on-hold instead of hanging up on us.","USair"
"@USAirways I got rebooked at 3am after they woke me up just tried to call twice and got hung up on. Worst customer service.","USair"
"@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.","USair"
"@USAirways had to Cancelled Flight 4 of my flights because my versace biceps wouldn't stow completely under the seat in front of me.","USair"
"@AmericanAir I tried several times to select seats. The only ones ever available would've cost me $30 extra per seat.","USair"
"@USAirways  I have a party of 4 booked for a flight in Aug. At 10:05am, how can I find out how much it would cost to change to an earlier fl","USair"
"@united maybemange the airline alittlebetter. Arrived at LAX and no GATE! #howisthatpossible always the same thing w/u","USair"
"@SouthwestAir Just sent you a DM with the details.","USair"
"@USAirways please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ","USair"
"@SouthwestAir flight yesterday Cancelled Flighted. Got to airport 4am today for an on time flight w was delayed Cancelled Flighted than reinstated which caused","USair"
"@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail","USair"
"@SouthwestAir any spare tickets for Vegas? Would be forever grateful! #DestinationDragons","USair"
"@AmericanAir this is a big company should be happy to do something for a customer when now it's costing more for delays oh and did I mention","USair"
"@SouthwestAir can u follow so I can DM a confirmation number I need confirmed to Cancelled Flight?
I will call to confirm Monday for refund","USair"
"@united yes, I've been waiting for four hours and no one has been able to help me.","USair"
"@united considering I'm now stuck in Newark with virtually sleep in 30+ hours, I doubt it :/ hope car rentals are available","USair"
"@USAirways I have fam thats supposed to fly 2/22 that are currently in the hosp.3 trys to speak to a human, yr phone sys cuts off. pls hlp!","USair"
"@jetblue the man with the smell left nd now there's this stupid girl asking me questions. can yall help.","USair"
"@united my luggage is set to go to DCA however, I am rerouted to Dulles. Currently in NOLO however bags are in Houston. Can you fix this?","USair"
"@united it wasn't a comment. It was a question. But thanks for your copy and paste response","USair"
"@JetBlue pls find my bag, I need 2 get home! Very frustrating. Hope my bag is somewhere in @NY_NJairports. Leaving the #jfk w/o my luggage.","USair"
"@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!","USair"
"@AmericanAir why is raleigh not on the updated southern states advisory???","USair"
"@united Yes and that is appreciated but misinformation damages credibility.  You may want to have someone observe in Newark #fwiw","USair"
"@USAirways 502 M-phx Im still on The plane waiting And waiting","USair"
"@JetBlue Still no response from CEO. I guess he is at the Oscars.  I bet his flight was on time.  #JUSTWRONG","USair"
"@SouthwestAir I owe you an apology. My tweet was out of frustration, not constructive criticism. I'm a SW fan &amp; LOVE your service!","USair"
"@USAirways how is it possible that you don't have a call back service? An automated message telling us to call back Late Flightr is so unhelpful.","USair"
"@SouthwestAir I also find it ridiculous that I've been tweeting to you since 3:50 AM EST and have still received no response. 9 hours?","USair"
"@JetBlue good luck. Thanks.","USair"
"@americanair line of 100+ people to rebook at MIA now. Virtual hold on rebook line just hangs up during call back. http://t.co/Upaz1eF3Dl","USair"
"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.","USair"
"@JetBlue yes, last month when Boston got the first big snow storm and my flight was Cancelled Flightled.","USair"
"@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.","USair"
"@VirginAmerica - amazing customer  service, again! _Ÿ’•_Ÿ’• RaeAnn in SF - she's the best! #customerservice #virginamerica #flying","USair"
"@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday","USair"
"@AmericanAir your service is horrible. I can't get a straight answer from your ground agents.","USair"
"@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback","USair"
"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.","USair"
"@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse","USair"
"@united I'm not sure why I expected anyone to be here http://t.co/bnFlHPXtmw","USair"
"@united never fails, flying FC order ravioli get chicken. Tell the FA she says you should of told me, other people wanted chicken..idiot.","USair"
"@AmericanAir umm unexpected?? Unexpected meaning you guys didn't know you had a major staff shortage ??","USair"
"@JetBlue I would fly somewhere hotter then here. Puerto Rico here I come. Lol","USair"
"@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong","USair"
"@united @czamkoff It's all about profit, and they don't really give a damn about paying customers!!!! #greed","USair"
"@JetBlue my family and I are excited to see you too_Ÿ˜__Ÿ˜_","USair"
"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA.","USair"
"@AmericanAir I can hardly believe it! Bundle up and stay warm! _Ÿ˜‰","USair"
"@united it's freezing on the gate bridge#waitingforbags#united#EWR","USair"
"@united what's the status of flight 1008 BogotÃ¡-Houston?","USair"
"@SouthwestAir Disappointed in the FAA ""regulation"" you have 2 furnish proof of age 4 toddler. Thx for the unnecessary headache. #flyUnited","USair"
"@USAirways on hold 2 hours 54 minutes. What's going on?","USair"
"@united or frontier ... http://t.co/n8WiNFu6C5","USair"
"@JetBlue anything serious I should worry about?","USair"
"@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired","USair"
"@USAirways I get some bs from a guy at the door says door closes 10 minutes before it backs out. Yet I know for a fact it was 5 people short","USair"
"@united : thanks! i will catch my conection! :)","USair"
"@united current hold time AFTER speaking to rep to have tix reissued is 42 mins - why so long &amp; why not make this option available online?","USair"
"@AmericanAir can you help me update a birthday that was incorrectly input in a reservation? This is preventing me from checking in","USair"
"@united education of that staff is needed - he also turned away other first class cabin passengers with mileage plus.","USair"
"@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??","USair"
"@JetBlue No, the flight wasn't until 9:51pm, but it's already been delayed.","USair"
"@JetBlue Thank you, but that isn't really responding to my request, is it? You are sending me into a generic environment on your site.","USair"
"@united stuck here in IAH waiting on flight 253 to Honolulu for 7 hours due to maintenance issues. Could we have gotten a new plane!?!? Fail","USair"
"@JetBlue thank you thank you!  I finally set up the jetblue app!  Yay!","USair"
"@JetBlue I'm disappointed my flight was Cancelled Flighted, mostly because I was excited to listen to the song ""I'm Blue"" while flying on JetBlue.","USair"
"@united flight attendant doesnâ€™t understand not understanding English doesnâ€™t mean they are deaf. Stop yelling English slowly to them.","USair"
"@AmericanAir drop me a follow I need help","USair"
"@SouthwestAir been on hold for 30 min trying to rebook my flight you Cancelled Flightled. Help?!","USair"
"@AmericanAir Is there lack of communication/competition between the American and the Air by any chance?","USair"
"@JetBlue hi! Is it possible to upgrade to a Mint seat on an already booked ticket? Thanks!","USair"
"@USAirways DeeDee and Lynn S. have been great here in PHX; Richard P. here was a jerk. Rude to us and our parents for no reason.","USair"
"@united I'm aware, I fly a lot :) Just sad I had to change my shoes (boots), ha! #HappyFlight","USair"
"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ","USair"
"@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip","USair"
"@united yes, supposed to be here by 6PM. I have a Board Meeting tomorrow. Fingers crossed.","USair"
"@SouthwestAir @Matt_e_Boss how long did you have to hold? We waited 35 minutes and gave up","USair"
"@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior","USair"
"@united Your MileagePlus signup page is broken.","USair"
"@SouthwestAir @PoteetTJ had to fly @Delta MCO-&gt;CMH for $400 b/c we cldnt reach SWA to reroute SWA 3104 Cancelled Flightlation. Voucher wld help.","USair"
"@USAirways Its pretty ridiculous that at PHX sky harbor you have 4 (!) employees working check in on a SUNDAY afternoon. 30 min &amp; counting..","USair"
"@USAirways I intend to..very much. My 4,000 followers will as well.","USair"
"@SouthwestAir Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime","USair"
"@united I have a flight from omaha to chicago (en route to NYC) and they are seating me and my partner separate, please fix this res# ILC0HP","USair"
"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing.","USair"
"@AmericanAir I didn't want to Cancelled Flight, I wanted to take someone off and keep my price. Held at 402, at 10am today 440, now 530","USair"
"@united just delayed my flight to SLC by 2.5 hours. What gives? #snowforce","USair"
"@JetBlue Headphone jack not working on my flight.","USair"
"@SouthwestAir replacing @vitaminwater with beer! Bravo!_Ÿ‘è_Ÿ‘è Cheers! _Ÿç»_Ÿç» @Leinenkugels @DosEquis @FatTire","USair"
"@VirginAmerica can you please get me to the new york area before monday afternoon","USair"
"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR.","USair"
"@JetBlue come on! Already delayed 2+ hrs on flight 1415 as we waited for the pilot to come from Boston, now you reassign him?! Endless trip.","USair"
"@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.","USair"
"@AmericanAir If you are sorry, answer my claims (AA Ref#1-2990176298, 1-3001885409 and : 1-3001885409) accordingly, without using ""weather""","USair"
"@JetBlue Seems very likely.","USair"
".@united it will be because I'm moving to @AmericanAir because of @united talk, no service","USair"
"@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville","USair"
"@united Can you please follow for a Dm on a missing bag?","USair"
"@AmericanAir now 2 hrs! Guess I should just hang up &amp; give up on using my award miles before prices jump? Hm thanks http://t.co/LE4H2gTzXZ","USair"
"@SouthwestAir what's up with these delays?! Throw some priority boarding my way &amp; I'll forgive you!! _Ÿ‘ç #southwest #southwestairlines","USair"
"@JetBlue well, now saying our flight is going to be Cancelled Flighted &amp; that by not changing earlier, we missed our chance to get out tomorrow. 1/2","USair"
"@JetBlue Flight 1533 JFK to Cartagena all at this airport bar singing the opposite of your praises! We're making a pact to never fly u again","USair"
"@united Honestly, I stopped trying to report things via website. Now I just laugh. Flights work. Miles accrue. I'm sure it's just cosmetic.","USair"
"@USAirways yes but lost a whole day.  Frustrating!!  #poor customer service","USair"
"@SouthwestAir Is there anyway to pay more to get priority boarding A 1-15?","USair"
"@AmericanAir your team rebooked my Cancelled Flightled AA flight on a different airline. New airline has no such Flight Booking Problems. Flight is this evening.","USair"
"@AmericanAir can I send you my trusted traveler ID to add to my reservation for tsa pre?","USair"
"@united I got email update but still no ETA. More communication/details, apology + info on compensation rights would go a long way","USair"
"@AmericanAir 3231DTW to LAG at 4:45. Flight Cancelled Flightled with no notice. Given a voucher to a dirty hotel, with no food vouchers or apology.","USair"
"@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8","USair"
"@JetBlue now we are waiting over an half hr for the packages. What's wrong with you guys?? http://t.co/wVGpp3Ymz1","USair"
"@JetBlue I waited in line all that time to be told by a crewmember that there's no update until 9:30 #3HrDelay #disappointed","USair"
"@AmericanAir now down to only one agent helping a stagnant line of almost 100 customers. Super.","USair"
"@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd","USair"
"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum","USair"
"@SouthwestAir turned my non-stop flight between Laguardia/dal into a 1 stop in STL. WTH? I'm thinking some sorta comp is in order? REALLY?","USair"
"@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE","USair"
"@united thanks for updating me about the 1+ hour delay the exact second I got to ATL. _Ÿ™…_Ÿ™…_Ÿ™…","USair"
"@USAirways @united really know how to leave someone stranded after a funeral. Props to you guys. Really making this the perfect Monday.","USair"
"@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue","USair"
"@USAirways worst customer service experience ever today. Get it together.","USair"
"@JetBlue I am But Your customer service is Brutal.","USair"
"@united Total BS.have 1st class seats for connecting flight. Your crew Late Flight. We miss connection. Had next plane. Yet u don't honor it??","USair"
"@USAirways Never mind that you could have told the gate I was on my way - you could delay 10 mins but not 15?","USair"
"@USAirways you guys lost my luggage","USair"
"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time.","USair"
"@AmericanAir I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? _Ÿ™è","USair"
"@USAirways flight 728 from PHL to London has been sitting on the tarmac for 46min w/NO further update from the pilot. what gives???","USair"
"@JetBlue is blaming @TSA for flight 584 luggage debacle!  #luggagegate","USair"
"@JetBlue hard when you're with your younger siblings and cousin and they just want to go on the airplane. We should get better than this","USair"
"@AmericanAir @kconti44 This looks like JFK - had a great pic of the OneWorld jets lined up on the opposite side #Air Berlin, LAN and AA.","USair"
"@AmericanAir its not that, it's the rude agent who wouldn't listen to anything I would say and it clearly fit into the sizer","USair"
"@united Once again I am victim to the scam that is your SHIT Customer Service, this time the agent hung up on me WTF do you teach your staff","USair"
"@united Thank you. Mention that before I boarded she asked 1other person to measure their bag, and it was another woman. Men not asked.","USair"
"@SouthwestAir thank you so so much for sending me to LA for #DestinationDragons! Tonight is gonna rock_Ÿ˜_","USair"
"@AmericanAir their flights into Buffalo as well -- You were the only flight Cancelled Flightled!!!","USair"
"@united Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?","USair"
"@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!","USair"
"@USAirways I'm glad you're sorry that I'm homeless for the night. Makes me feel secure.","USair"
"@SouthwestAir bags fly free..just not to where you're going.","USair"
"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?","USair"
"@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.","USair"
"@USAirways site shows on-time but FlightAware site shows delayed. Trying to decide if I get out in this ice to catch FLT 456 to PHX.","USair"
"@united Some 3rd party service known as EZEE flights. A man, who confirmed he was born in India, told me his name was Steve Wilson.","USair"
"@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!","USair"
"@USAirways 3935. Sitting on a freezing bus because nobody is in the plane. What is up?","USair"
"@SouthwestAir Thanks for helping out! Class act, all the way... see you in the air!","USair"
"@SouthwestAir _Ÿ‘è_Ÿ‘è_Ÿ‘è on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors","USair"
"@AmericanAir now I understand!!","USair"
"@united Still waiting on our bag! Never got delivered yesterday. Can't reach a real person for help. Sending DM with ref number.","USair"
"@SouthwestAir I agree! RT @9NEWS: One airline is the fly-away favorite at DIA  #9NEWSBusiness http://t.co/o3WlaInImY","USair"
"@USAirways @AmericanAir now this is beyond ridiculous. Some steering problem delays us again. #neveragain  it's no wonder you had to sell","USair"
"@VirginAmerica classiq, luv Virgin America. Greetingz","USair"
"@JetBlue Marks 15th Year With 'Bluemanity' Plane Design - http://t.co/E5NaxBUe4s http://t.co/KlxivnbCYh","USair"
"@JetBlue is there also a way I can get a printed one for my records? I keep them whenever I fly ;)","USair"
"@JetBlue oh hell no. I'm not waiting again to get hung up on after speaking to 2 #rudeservice people","USair"
"@USAirways what's the deal with the flight computer network?","USair"
"@SouthwestAir @FortuneMagazine I DO like your airlines, congrats! : )","USair"
"@united They inquire and then do nothing about it...pretend theyâ€™re interested. Responded to your DM and no response back...","USair"
"NOâ€œ@JetBlue: Our fleet's on fleek. http://t.co/UgFCKErmrWâ€ù","USair"
"@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!","USair"
"@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?","USair"
"@JetBlue to start 3xweekly @EmbraerSA #E190 flights from #Washington Reagan to #Nantucket between 19JUN-6SEP #avgeek","USair"
"@united is the worst. Worst reservation policies. Worst costumer service. Worst worst worst. Congrats, @Delta you're not that bad!","USair"
"@USAirways No kidding. Oy.","USair"
"@united I was rebooked but had to take bus from Portland Maine to Boston. Told United does not cover the charge.","USair"
"@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.","USair"
"Who did this?!?!â€œ@JetBlue: Our fleet's on fleek. http://t.co/kHZrCCyp2Aâ€ù","USair"
"@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.","USair"
"@AmericanAir - don't be jealous.  I live in Sydney and my T-shirt and jeans don't suit the office for work. I need suits and a warm jacket.","USair"
"@JetBlue flight 2302 from JFK to BUF.","USair"
"@JetBlue keep going back and forth with being able to board and then not. But great agents in savannah!","USair"
"@USAirways so you're going to make me wait that long on the phone line when you can help me? # that's part of the problem","USair"
"@AmericanAir I booked it on US Airways site. Don't see a Cancelled Flight link :(","USair"
"@united What does ""Cabin Functionality"" mean when I'm taking a customer satisfaction survey?","USair"
"@united probably wouldn't be doing it had someone returned my call or email. Case number 8273993","USair"
"@AmericanAir Karen Riedel is a rock star employee and a miracle worker.  I really appreciated her help this morning!","USair"
"@USAirways Feeling helpless at Tanpa airport. How can I talk to someone. Flight delayed 4 times. Need help. Missed connections will be prob","USair"
"@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!","USair"
"@SouthwestAir @geekstiel Do you know when the last chance is?","USair"
"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!","USair"
"@JetBlue even tho the extra 5 lbs are still going on the plane, just as a carry on. Where is the sense? What do you say to fat people?","USair"
"@JetBlue yesterday's deal?","USair"
"@united DUH and done. bag whereabouts unknown. Greeeaat","USair"
"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful.","USair"
"@JetBlue your app needs updating. Says my flight is on time when we are well past boarding time with 2hr delay http://t.co/BTvpxTZJu0","USair"
"@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.","USair"
"@SouthwestAir Working on a piece about military discounts and am hearing you offer one. Can you give me specifics and confirm? Thank You!","USair"
"@SouthwestAir do you have special fares for students to visit prospective schools?  It's expensive to visit graduate programs.","USair"
"@USAirways @AmericanAir at 9:05am after the plane left: ""why were there no agents and why were the doors closed so early?""","USair"
"@united Looks like they came through. Thanks again for the help.","USair"
"@JetBlue great to see the RedSox plane and your reminder you âù_ï¸èNY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv","USair"
"@AmericanAir can I get home before 12 or no?","USair"
"@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call.","USair"
"@USAirways yes, with Delta!","USair"
"@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA","USair"
"@AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.","USair"
"@SouthwestAir been on hold so long to rebook my Cancelled Flightled flight I had enough time to rebook with @USAirways instead! Lots of room there!","USair"
"@united thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?","USair"
"@united I'm not as sure as you are. http://t.co/HSMpbSF4UF","USair"
"@USAirways @AmericanAir on hold for 8 hours yesterday w/o speaking to an agent on hold again w/ 2 phones ~30 mins let the bashing begin...","USair"
"@USAirways after being assured by the pleasant woman at gate B11 in Albany, NY that life's not perfect, I'd heard enough.","USair"
"@SouthwestAir flight 3899 HOU to MDW aboard a Boeing 73, boarded for an on-time 2PM departure. #WheelsUp #fb","USair"
"@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank","USair"
"@USAirways do you have an email??","USair"
"â€œ@JetBlue: Our fleet's on fleek. http://t.co/HovuAIsG16â€ù WTF _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚","USair"
"@AmericanAir been calling 2 different offices already and still no sign of my baggage. First time on American Air.. (6)","USair"
"@SouthwestAir Apparently mechanics had to be flown in to fix some planes...not the most assuring sign","USair"
"@AmericanAir get me outta here","USair"
"@AmericanAir it's not about the weather. It's about the fact that I can't get ahold of anyone to help. BUT you can tweet me back.","USair"
"@VirginAmerica SFO-PDX schedule is still MIA.","USair"
"@USAirways delayed I'm charlotte big surprise","USair"
"@USAirways I'm unable to check in for flight 2119 BOS-DCA and haven't heard if flight was Cancelled Flighted/rescheduled. Any updates??","USair"
"@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.","USair"
"@USAirways I've flown 6 figured worth of miles in my lifetime.  This was my first and last ever flight on US Airways","USair"
"@SouthwestAir Was on hold for 2 hours before you disconnected me after my flight was Cancelled Flightled. Swell company, you.","USair"
"@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.","USair"
"@united flight 1219. My frustration boiled over after dealing with attendant. Her attitude was ridiculous.","USair"
"@united and don't hope for me having a nicer flight some other time, try to do things right. You sold me those tickets with that connetion","USair"
"@USAirways gonna miss connecting flight.. Delayed flying out of Boston","USair"
"@JetBlue busy due to storm but customer service should always be on point. More so now than ever #getittogether","USair"
"@united What delivery service do you use? I'd like to call them myself.","USair"
"@united it's a shame the great customer service wasn't continued in SFO. Slightly absurd","USair"
"@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke","USair"
"@JetBlue but you guys should know that musicians are very sensitive about the safety of their instruments when flying. For good reason.","USair"
"@united : flight delayed by 24 hours, lost my wallet, have no money to eat or sleep yet your representatives will not help.#unitedsucks","USair"
"@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways","USair"
"@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!","USair"
"@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!","USair"
"@SouthwestAir when's the next deal going to happen a poor college student is trying to fly to Orlando instead of drive in August! Lol","USair"
"@united or I'm sure her business will go else where for airline travel. Her name is Kathryn Sotelo","USair"
"@SouthwestAir Not possible to carry-on and put in a closet/overhead? Had success doing that with other airlines. Thanks","USair"
"@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!","USair"
"@united as for volunteers to give up seats, people did! Now we sit for 25 minutes on plane waiting 4 them to add more people!  #letsgo","USair"
"@united thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911","USair"
"@united sent DM's","USair"
"@SouthwestAir i just recieved an email from your memphis station hopefully they have my bag.","USair"
"@JetBlue lol at your ""estimated departure time."" Plane hasn't even started boarding yet. You can't even get your delays right.","USair"
"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?","USair"
"@USAirways I have been on three planes for flight 1907 and still haven't left the ground BAD SERVICE #sad","USair"
"@USAirways your flight attendants are all jerks _Ÿê_","USair"
"@AmericanAir Flight for tomorrow was Cancelled Flightled. New one booked. Seats taken care of. Just a tweet to commend you all on the service. Thanks!","USair"
"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :(","USair"
"@AmericanAir who's your pick for best picture? I don't want to board your airline until I know","USair"
"â€œ@USAirways: @jdbwaffles We're excited to have you fly with us, JB! When will this be?â€ù Spring Break !!!","USair"
"@JetBlue I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.","USair"
"@JetBlue Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?","USair"
"@JetBlue that I missed my flight. I had to book this flight extremely last minute due to a family death, there's no excuse for attitude in","USair"
"@USAirways conf number FMJTYL delayed - any chance of getting an earlier flight fll to phx?","USair"
"@united flight from vegas to houston Cancelled Flighted this morning ""due to operation"" what does this mean!???? Thank god I woke up early today!","USair"
"@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?","USair"
"@united any chance you could look into my problem from earlier?","USair"
"@USAirways I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP","USair"
"@SouthwestAir Thanks for taking care of me Today!  Michele rocked the customer service! Gate 25 HOU","USair"
"@united never flying United again! Worst experience ever","USair"
"@united thanks for having ground crews that are surprised when flights arrive. #beingsuckontarmacsucks!","USair"
"@USAirways have scheduled flight Sat(2morrow) CHO-CLT CHO needs to be added to weather advisory.  Please evaluate asap.","USair"
"@united nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http://t.co/0pRGySvuRm","USair"
"@USAirways holding your passengers hostage during your computer crash is not customer friendly, let us off the plane or get us moving","USair"
"@SouthwestAir I was under the impression when there is an 8 hour delay in your flight because of equipment failure, compensation is offered?","USair"
"@USAirways at least they make you run so you want yo buy this fresh diet coke...nice bizness plan. Its all about marketing right?","USair"
"@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ","USair"
"@united Thank you for responding so quickly with a helpful tool! @dustyob","USair"
"@JetBlue how much for a trip to a warm island @SamChampion http://t.co/N3SUIip0VW","USair"
"@AmericanAir yes, and rebooked incorrectly.","USair"
"@JetBlue going to San Juan!","USair"
"@USAirways had a horrible experience flying from Montego Bay to Philadelphia on 2/11. $125 2check a golf bag, constant selling in-flight","USair"
"@United ticket counter Masters out of SMF not very helpful.","USair"
"@AmericanAir Thank you. It's much appreciated. We have been on the plane for 90 min now at the gate.","USair"
"@SouthwestAir 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?","USair"
"@JetBlue Is there an issue with your website and logging on? (App too?) I know I am entering info correctly but cannot sign in! :(","USair"
"@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler","USair"
"@SouthwestAir adds new direct flights from #Columbus to Oakland &amp; Boston starting August 2015 #cmh #oak #bos","USair"
"@USAirways ANSWER THE BLOODY PHONE!","USair"
"@united has me stranded in Texas and then hangs up on me when I'm trying to figure out how to get home. Cool.","USair"
"@JetBlue your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know","USair"
"@AmericanAir @cheerUPDATES So you're saying the call center is understaffed?","USair"
"@JetBlue Will do.  I'll tell him you say hey.","USair"
"@united also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example.","USair"
"@USAirways half an inch of snow in Charlotte #overwhelming","USair"
"@AmericanAir I'll DM you.","USair"
"@united Also, group 5 is total BS.","USair"
"@JetBlue When I checked yesterday it looked like it did. Did something change?","USair"
"@AmericanAir you have to run the engine to troubleshoot an issue before boarding the plane!?! How about another plane? #aa2227 #miatoiah","USair"
"@united no worries Your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday","USair"
"@AmericanAir airport and 2 extra nights for hotels and not once have I heard of anything from your embarrassing airline saying that you will","USair"
"@SouthwestAir Flt 463 San Jose, CA -&gt; Denver, CO. Delayed 2 hrs but easily best flight + touchdown in all my years flying. Keep it up!","USair"
"@SouthwestAir I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING","USair"
"@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns","USair"
"@united deserves to go bankrupt. Just delayed an outbound flight with no info on the connecting flight that we're going to miss","USair"
"@USAirways Big fail on not having curbside baggage in Pittsburgh and you charge 30 dollars a bag!!","USair"
"@SouthwestAir constantly providing wonderful views and service! #SouthwestLuv http://t.co/9UNxqOTzIK","USair"
"@SouthwestAir it was not - still don't know where skis are and cannot get a call back from bag svc at airport (left several msgs)","USair"
"@USAirways you call this a window seat? #airbus321seat14Fproblems http://t.co/ZKOE6clGiU","USair"
"@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!","USair"
